,Afstemningsid,Parti,For/imod/hverken
16848,2480,KF,Imod
16849,2480,UFG,Imod
16850,2481,V,For
16851,2481,S,For
16852,2481,DF,For
16853,2481,RV,For
16854,2481,SF,For
16855,2481,LA,For
16856,2481,KF,For
16857,2481,UFG,For
16858,2481,EL,Imod
16859,2482,V,For
16860,2482,S,For
16861,2482,DF,For
16862,2482,RV,For
16863,2482,SF,For
16864,2482,EL,For
16865,2482,LA,For
16866,2482,KF,For
16867,2482,UFG,For
16868,2483,S,For
16869,2483,RV,For
16870,2483,SF,For
16871,2483,EL,For
16872,2483,UFG,For
16873,2483,V,Imod
16874,2483,DF,Imod
16875,2483,LA,Imod
16876,2483,KF,Imod
16877,2484,S,For
16878,2484,DF,For
16879,2484,RV,For
16880,2484,SF,For
16881,2484,EL,For
16882,2484,UFG,For
16883,2484,V,Imod
16884,2484,LA,Imod
16885,2484,KF,Imod
16886,2485,V,For
16887,2485,S,For
16888,2485,DF,For
16889,2485,RV,For
16890,2485,SF,For
16891,2485,EL,For
16892,2485,KF,For
16893,2485,UFG,For
16894,2485,LA,Imod
16895,2486,S,For
16896,2486,DF,For
16897,2486,RV,For
16898,2486,SF,For
16899,2486,EL,For
16900,2486,UFG,For
16901,2486,V,Imod
16902,2486,LA,Imod
16903,2486,KF,Imod
16904,2487,V,For
16905,2487,DF,For
16906,2487,LA,For
16907,2487,KF,For
16908,2487,Ellen Trane Nørby (V),Imod
16909,2487,S,Imod
16910,2487,RV,Imod
16911,2487,SF,Imod
16912,2487,EL,Imod
16913,2487,UFG,Imod
16914,2489,V,For
16915,2489,S,For
16916,2489,DF,For
16917,2489,RV,For
16918,2489,SF,For
16919,2489,EL,For
16920,2489,LA,For
16921,2489,KF,For
16922,2489,UFG,For
16923,2490,S,For
16924,2490,RV,For
16925,2490,SF,For
16926,2490,EL,For
16927,2490,UFG,For
16928,2490,V,Imod
16929,2490,DF,Imod
16930,2490,LA,Imod
16931,2490,KF,Imod
16932,2491,V,For
16933,2491,S,For
16934,2491,DF,For
16935,2491,RV,For
16936,2491,SF,For
16937,2491,EL,For
16938,2491,LA,For
16939,2491,KF,For
16940,2491,UFG,For
16941,2492,Henrik Dam Kristensen (S),For
16942,2492,DF,For
16943,2492,V,Imod
16944,2492,S,Imod
16945,2492,RV,Imod
16946,2492,SF,Imod
16947,2492,EL,Imod
16948,2492,LA,Imod
16949,2492,KF,Imod
16950,2492,UFG,Imod
16951,2493,V,For
16952,2493,S,For
16953,2493,RV,For
16954,2493,SF,For
16955,2493,EL,For
16956,2493,KF,For
16957,2493,ALT,For
16958,2493,DF,Imod
16959,2493,LA,Imod
16960,2493,Lars Barfoed (KF),Imod
16961,2493,Charlotte Dyremose (KF),Imod
16962,2494,V,For
16963,2494,S,For
16964,2494,DF,For
16965,2494,RV,For
16966,2494,SF,For
16967,2494,EL,For
16968,2494,LA,For
16969,2494,KF,For
16970,2494,ALT,For
16971,2495,V,For
16972,2495,S,For
16973,2495,DF,For
16974,2495,RV,For
16975,2495,SF,For
16976,2495,KF,For
16977,2495,EL,Imod
16978,2495,LA,Imod
16979,2495,ALT,Imod
16980,2496,V,For
16981,2496,S,For
16982,2496,DF,For
16983,2496,RV,For
16984,2496,SF,For
16985,2496,LA,For
16986,2496,KF,For
16987,2496,EL,Hverken
16988,2496,ALT,Hverken
16989,2497,V,For
16990,2497,S,For
16991,2497,DF,For
16992,2497,RV,For
16993,2497,SF,For
16994,2497,EL,For
16995,2497,LA,For
16996,2497,KF,For
16997,2497,ALT,For
16998,2498,V,For
16999,2498,S,For
17000,2498,DF,For
17001,2498,RV,For
17002,2498,SF,For
17003,2498,EL,For
17004,2498,LA,For
17005,2498,KF,For
17006,2498,ALT,For
17007,2499,V,For
17008,2499,S,For
17009,2499,DF,For
17010,2499,RV,For
17011,2499,SF,For
17012,2499,EL,For
17013,2499,LA,For
17014,2499,KF,For
17015,2499,ALT,For
17016,2500,V,For
17017,2500,S,For
17018,2500,DF,For
17019,2500,RV,For
17020,2500,SF,For
17021,2500,EL,For
17022,2500,LA,For
17023,2500,KF,For
17024,2500,ALT,For
17025,2501,S,For
17026,2501,RV,For
17027,2501,SF,For
17028,2501,EL,For
17029,2501,ALT,For
17030,2501,DF,Imod
17031,2501,LA,Imod
17032,2501,V,Hverken
17033,2501,KF,Hverken
17034,2502,V,For
17035,2502,S,For
17036,2502,DF,For
17037,2502,RV,For
17038,2502,SF,For
17039,2502,EL,For
17040,2502,KF,For
17041,2502,ALT,For
17042,2502,SP,For
17043,2502,LA,Imod
17044,2503,V,For
17045,2503,S,For
17046,2503,DF,For
17047,2503,RV,For
17048,2503,SF,For
17049,2503,EL,For
17050,2503,KF,For
17051,2503,ALT,For
17052,2503,SP,For
17053,2503,LA,Imod
17054,2504,V,For
17055,2504,S,For
17056,2504,DF,For
17057,2504,RV,For
17058,2504,SF,For
17059,2504,KF,For
17060,2504,SP,For
17061,2504,EL,Imod
17062,2504,LA,Hverken
17063,2504,ALT,Hverken
17064,2505,LA,For
17065,2505,S,Imod
17066,2505,RV,Imod
17067,2505,SF,Imod
17068,2505,EL,Imod
17069,2505,ALT,Imod
17070,2505,V,Hverken
17071,2505,DF,Hverken
17072,2505,KF,Hverken
17073,2505,SP,Hverken
17074,2506,V,For
17075,2506,DF,For
17076,2506,KF,For
17077,2506,SP,For
17078,2506,S,Imod
17079,2506,RV,Imod
17080,2506,SF,Imod
17081,2506,EL,Imod
17082,2506,ALT,Imod
17083,2506,LA,Hverken
17084,2507,SF,For
17085,2507,EL,For
17086,2507,ALT,For
17087,2507,V,Imod
17088,2507,S,Imod
17089,2507,DF,Imod
17090,2507,RV,Imod
17091,2507,LA,Imod
17092,2507,KF,Imod
17093,2507,SP,Imod
17094,2508,V,For
17095,2508,DF,For
17096,2508,LA,For
17097,2508,KF,For
17098,2508,SP,For
17099,2508,S,Imod
17100,2508,RV,Imod
17101,2508,SF,Imod
17102,2508,EL,Imod
17103,2508,ALT,Imod
17104,2509,V,For
17105,2509,S,For
17106,2509,DF,For
17107,2509,RV,For
17108,2509,KF,For
17109,2509,SF,Imod
17110,2509,EL,Imod
17111,2509,ALT,Imod
17112,2509,LA,Hverken
17113,2510,S,For
17114,2510,RV,For
17115,2510,SF,For
17116,2510,EL,For
17117,2510,ALT,For
17118,2510,V,Imod
17119,2510,DF,Imod
17120,2510,KF,Imod
17121,2510,LA,Hverken
17122,2511,V,For
17123,2511,S,For
17124,2511,RV,For
17125,2511,SF,For
17126,2511,EL,For
17127,2511,LA,For
17128,2511,KF,For
17129,2511,ALT,For
17130,2511,DF,Imod
17131,2512,V,For
17132,2512,S,For
17133,2512,DF,For
17134,2512,RV,For
17135,2512,SF,For
17136,2512,KF,For
17137,2512,ALT,For
17138,2512,EL,Imod
17139,2512,LA,Imod
17140,2513,V,For
17141,2513,S,For
17142,2513,DF,For
17143,2513,RV,For
17144,2513,SF,For
17145,2513,KF,For
17146,2513,ALT,For
17147,2513,EL,Imod
17148,2513,LA,Imod
17149,2514,V,For
17150,2514,S,For
17151,2514,DF,For
17152,2514,RV,For
17153,2514,SF,For
17154,2514,LA,For
17155,2514,KF,For
17156,2514,ALT,For
17157,2514,EL,Imod
17158,2515,V,For
17159,2515,S,For
17160,2515,DF,For
17161,2515,RV,For
17162,2515,SF,For
17163,2515,EL,For
17164,2515,LA,For
17165,2515,KF,For
17166,2515,ALT,For
17167,2516,V,For
17168,2516,S,For
17169,2516,DF,For
17170,2516,RV,For
17171,2516,SF,For
17172,2516,LA,For
17173,2516,KF,For
17174,2516,EL,Imod
17175,2517,V,For
17176,2517,S,For
17177,2517,DF,For
17178,2517,RV,For
17179,2517,SF,For
17180,2517,EL,For
17181,2517,LA,For
17182,2517,KF,For
17183,2517,ALT,For
17184,2518,V,For
17185,2518,S,For
17186,2518,RV,For
17187,2518,SF,For
17188,2518,LA,For
17189,2518,KF,For
17190,2518,DF,Imod
17191,2518,EL,Hverken
17192,2518,ALT,Hverken
17193,2519,SF,For
17194,2519,EL,For
17195,2519,ALT,For
17196,2519,V,Imod
17197,2519,S,Imod
17198,2519,DF,Imod
17199,2519,RV,Imod
17200,2519,LA,Imod
17201,2519,KF,Imod
17202,2519,Yildiz Akdogan (S),Hverken
17203,2520,EL,For
17204,2520,LA,For
17205,2520,ALT,For
17206,2520,V,Imod
17207,2520,S,Imod
17208,2520,DF,Imod
17209,2520,RV,Imod
17210,2520,KF,Imod
17211,2520,SF,Hverken
17212,2521,EL,For
17213,2521,LA,For
17214,2521,ALT,For
17215,2521,V,Imod
17216,2521,S,Imod
17217,2521,DF,Imod
17218,2521,RV,Imod
17219,2521,KF,Imod
17220,2521,SF,Hverken
17221,2522,Ole Sohn (S),For
17222,2522,EL,For
17223,2522,LA,For
17224,2522,ALT,For
17225,2522,V,Imod
17226,2522,S,Imod
17227,2522,DF,Imod
17228,2522,RV,Imod
17229,2522,KF,Imod
17230,2522,SF,Hverken
17231,2523,V,For
17232,2523,S,For
17233,2523,DF,For
17234,2523,RV,For
17235,2523,SF,For
17236,2523,EL,For
17237,2523,LA,For
17238,2523,KF,For
17239,2523,ALT,For
17240,2524,V,For
17241,2524,S,For
17242,2524,DF,For
17243,2524,RV,For
17244,2524,SF,For
17245,2524,EL,For
17246,2524,LA,For
17247,2524,KF,For
17248,2524,ALT,For
17249,2525,V,For
17250,2525,S,For
17251,2525,DF,For
17252,2525,RV,For
17253,2525,SF,For
17254,2525,EL,For
17255,2525,KF,For
17256,2525,ALT,For
17257,2525,LA,Imod
17258,2526,V,For
17259,2526,S,For
17260,2526,DF,For
17261,2526,RV,For
17262,2526,Lisbeth Bech Poulsen (SF),For
17263,2526,KF,For
17264,2526,SF,Imod
17265,2526,EL,Imod
17266,2526,LA,Imod
17267,2526,ALT,Imod
17268,2527,V,For
17269,2527,S,For
17270,2527,DF,For
17271,2527,RV,For
17272,2527,SF,For
17273,2527,LA,For
17274,2527,KF,For
17275,2527,ALT,For
17276,2527,EL,Imod
17277,2528,V,For
17278,2528,S,For
17279,2528,DF,For
17280,2528,RV,For
17281,2528,SF,For
17282,2528,EL,For
17283,2528,LA,For
17284,2528,KF,For
17285,2528,ALT,For
17286,2529,DF,For
17287,2529,EL,For
17288,2529,LA,For
17289,2529,KF,For
17290,2529,V,Imod
17291,2529,S,Imod
17292,2529,RV,Imod
17293,2529,SF,Imod
17294,2529,ALT,Imod
17295,2530,V,For
17296,2530,S,For
17297,2530,RV,For
17298,2530,SF,For
17299,2530,ALT,For
17300,2530,DF,Imod
17301,2530,EL,Imod
17302,2530,LA,Imod
17303,2530,KF,Imod
17304,2531,DF,For
17305,2531,SF,For
17306,2531,EL,For
17307,2531,KF,For
17308,2531,ALT,For
17309,2531,V,Imod
17310,2531,S,Imod
17311,2531,RV,Imod
17312,2531,LA,Hverken
17313,2532,DF,For
17314,2532,LA,For
17315,2532,V,Imod
17316,2532,S,Imod
17317,2532,RV,Imod
17318,2532,SF,Imod
17319,2532,EL,Imod
17320,2532,KF,Imod
17321,2532,ALT,Imod
17322,2533,LA,For
17323,2533,KF,For
17324,2533,V,Imod
17325,2533,S,Imod
17326,2533,DF,Imod
17327,2533,RV,Imod
17328,2533,SF,Imod
17329,2533,EL,Imod
17330,2533,ALT,Imod
17331,2534,V,For
17332,2534,S,For
17333,2534,DF,For
17334,2534,RV,For
17335,2534,SF,For
17336,2534,EL,For
17337,2534,LA,For
17338,2534,KF,For
17339,2535,V,For
17340,2535,S,For
17341,2535,DF,For
17342,2535,RV,For
17343,2535,SF,For
17344,2535,EL,For
17345,2535,LA,For
17346,2535,KF,For
17347,2536,V,For
17348,2536,S,For
17349,2536,RV,For
17350,2536,LA,For
17351,2536,KF,For
17352,2536,DF,Imod
17353,2536,SF,Imod
17354,2536,EL,Imod
17355,2537,V,For
17356,2537,S,For
17357,2537,DF,For
17358,2537,RV,For
17359,2537,SF,For
17360,2537,LA,For
17361,2537,KF,For
17362,2537,EL,Imod
17363,2538,V,For
17364,2538,S,For
17365,2538,DF,For
17366,2538,RV,For
17367,2538,SF,For
17368,2538,LA,For
17369,2538,KF,For
17370,2538,EL,Imod
17371,2539,V,For
17372,2539,S,For
17373,2539,RV,For
17374,2539,SF,For
17375,2539,EL,For
17376,2539,LA,For
17377,2539,KF,For
17378,2539,DF,Imod
17379,2540,V,For
17380,2540,S,For
17381,2540,RV,For
17382,2540,SF,For
17383,2540,EL,For
17384,2540,KF,For
17385,2540,DF,Imod
17386,2540,LA,Imod
17387,2541,S,For
17388,2541,DF,For
17389,2541,RV,For
17390,2541,SF,For
17391,2541,EL,For
17392,2541,KF,For
17393,2541,LA,Imod
17394,2541,V,Hverken
17395,2542,V,For
17396,2542,S,For
17397,2542,DF,For
17398,2542,RV,For
17399,2542,SF,For
17400,2542,LA,For
17401,2542,KF,For
17402,2542,EL,Imod
17403,2543,V,For
17404,2543,S,For
17405,2543,DF,For
17406,2543,RV,For
17407,2543,SF,For
17408,2543,EL,For
17409,2543,LA,For
17410,2543,KF,For
17411,2544,V,For
17412,2544,S,For
17413,2544,DF,For
17414,2544,RV,For
17415,2544,SF,For
17416,2544,LA,For
17417,2544,KF,For
17418,2544,EL,Imod
17419,2545,V,For
17420,2545,S,For
17421,2545,DF,For
17422,2545,RV,For
17423,2545,SF,For
17424,2545,EL,For
17425,2545,LA,For
17426,2545,KF,For
17427,2546,V,For
17428,2546,S,For
17429,2546,RV,For
17430,2546,SF,For
17431,2546,EL,For
17432,2546,LA,For
17433,2546,KF,For
17434,2546,DF,Imod
17435,2547,V,For
17436,2547,S,For
17437,2547,DF,For
17438,2547,RV,For
17439,2547,SF,For
17440,2547,KF,For
17441,2547,LA,Imod
17442,2547,EL,Hverken
17443,2548,V,For
17444,2548,DF,For
17445,2548,LA,For
17446,2548,KF,For
17447,2548,S,Imod
17448,2548,RV,Imod
17449,2548,SF,Imod
17450,2548,EL,Imod
17451,2549,SF,For
17452,2549,EL,For
17453,2549,LA,For
17454,2549,V,Imod
17455,2549,S,Imod
17456,2549,DF,Imod
17457,2549,RV,Imod
17458,2549,KF,Imod
17459,2550,DF,For
17460,2550,SF,For
17461,2550,EL,For
17462,2550,LA,For
17463,2550,V,Imod
17464,2550,S,Imod
17465,2550,RV,Imod
17466,2550,KF,Imod
17467,2551,V,For
17468,2551,S,For
17469,2551,DF,For
17470,2551,RV,For
17471,2551,SF,For
17472,2551,EL,For
17473,2551,LA,For
17474,2551,KF,For
17475,2551,ALT,For
17476,2552,V,For
17477,2552,S,For
17478,2552,DF,For
17479,2552,RV,For
17480,2552,SF,For
17481,2552,EL,For
17482,2552,LA,For
17483,2552,KF,For
17484,2552,ALT,For
17485,2553,V,For
17486,2553,S,For
17487,2553,DF,For
17488,2553,RV,For
17489,2553,LA,For
17490,2553,KF,For
17491,2553,SF,Imod
17492,2553,EL,Imod
17493,2553,ALT,Imod
17494,2554,V,For
17495,2554,S,For
17496,2554,DF,For
17497,2554,RV,For
17498,2554,SF,For
17499,2554,LA,For
17500,2554,KF,For
17501,2554,ALT,For
17502,2554,EL,Imod
17503,2555,V,For
17504,2555,S,For
17505,2555,DF,For
17506,2555,RV,For
17507,2555,SF,For
17508,2555,LA,For
17509,2555,KF,For
17510,2555,ALT,For
17511,2555,EL,Imod
17512,2556,V,For
17513,2556,S,For
17514,2556,DF,For
17515,2556,RV,For
17516,2556,SF,For
17517,2556,EL,For
17518,2556,KF,For
17519,2556,ALT,For
17520,2556,LA,Hverken
17521,2557,V,For
17522,2557,S,For
17523,2557,DF,For
17524,2557,RV,For
17525,2557,SF,For
17526,2557,EL,For
17527,2557,LA,For
17528,2557,KF,For
17529,2557,ALT,For
17530,2558,V,For
17531,2558,S,For
17532,2558,DF,For
17533,2558,RV,For
17534,2558,SF,For
17535,2558,EL,For
17536,2558,LA,For
17537,2558,KF,For
17538,2558,ALT,For
17539,2559,V,For
17540,2559,S,For
17541,2559,DF,For
17542,2559,RV,For
17543,2559,SF,For
17544,2559,EL,For
17545,2559,KF,For
17546,2559,ALT,For
17547,2559,LA,Imod
17548,2560,V,For
17549,2560,S,For
17550,2560,DF,For
17551,2560,RV,For
17552,2560,SF,For
17553,2560,EL,For
17554,2560,KF,For
17555,2560,ALT,For
17556,2560,LA,Imod
17557,2561,V,For
17558,2561,DF,For
17559,2561,LA,For
17560,2561,KF,For
17561,2561,S,Imod
17562,2561,RV,Imod
17563,2561,SF,Imod
17564,2561,EL,Imod
17565,2561,ALT,Imod
17566,2562,V,For
17567,2562,S,For
17568,2562,DF,For
17569,2562,RV,For
17570,2562,SF,For
17571,2562,KF,For
17572,2562,EL,Imod
17573,2562,LA,Imod
17574,2563,V,For
17575,2563,DF,For
17576,2563,LA,For
17577,2563,KF,For
17578,2563,S,Imod
17579,2563,RV,Imod
17580,2563,SF,Imod
17581,2563,EL,Imod
17582,2564,V,For
17583,2564,S,For
17584,2564,RV,For
17585,2564,SF,For
17586,2564,KF,For
17587,2564,DF,Imod
17588,2564,EL,Imod
17589,2564,LA,Imod
17590,2565,LA,For
17591,2565,KF,For
17592,2565,V,Imod
17593,2565,S,Imod
17594,2565,DF,Imod
17595,2565,RV,Imod
17596,2565,SF,Imod
17597,2565,EL,Imod
17598,2566,V,For
17599,2566,S,For
17600,2566,RV,For
17601,2566,SF,For
17602,2566,KF,For
17603,2566,ALT,For
17604,2566,DF,Imod
17605,2566,EL,Imod
17606,2566,LA,Imod
17607,2567,V,For
17608,2567,S,For
17609,2567,RV,For
17610,2567,SF,For
17611,2567,EL,For
17612,2567,KF,For
17613,2567,ALT,For
17614,2567,DF,Imod
17615,2567,LA,Imod
17616,2568,V,For
17617,2568,S,For
17618,2568,DF,For
17619,2568,RV,For
17620,2568,SF,For
17621,2568,EL,For
17622,2568,LA,For
17623,2568,KF,For
17624,2568,ALT,For
17625,2569,V,For
17626,2569,S,For
17627,2569,RV,For
17628,2569,SF,For
17629,2569,KF,For
17630,2569,ALT,For
17631,2569,DF,Imod
17632,2569,EL,Imod
17633,2569,LA,Imod
17634,2570,V,For
17635,2570,S,For
17636,2570,RV,For
17637,2570,SF,For
17638,2570,LA,For
17639,2570,KF,For
17640,2570,DF,Imod
17641,2570,EL,Imod
17642,2571,V,For
17643,2571,S,For
17644,2571,RV,For
17645,2571,SF,For
17646,2571,EL,For
17647,2571,LA,For
17648,2571,KF,For
17649,2571,DF,Imod
17650,2572,V,For
17651,2572,S,For
17652,2572,DF,For
17653,2572,RV,For
17654,2572,SF,For
17655,2572,EL,For
17656,2572,LA,For
17657,2572,KF,For
17658,2573,V,For
17659,2573,S,For
17660,2573,RV,For
17661,2573,SF,For
17662,2573,EL,For
17663,2573,LA,For
17664,2573,KF,For
17665,2573,DF,Imod
17666,2573,Anders Samuelsen (LA),Imod
17667,2574,V,For
17668,2574,DF,For
17669,2574,EL,For
17670,2574,LA,For
17671,2574,KF,For
17672,2574,S,Imod
17673,2574,RV,Imod
17674,2574,SF,Imod
17675,2575,V,For
17676,2575,DF,For
17677,2575,LA,For
17678,2575,KF,For
17679,2575,S,Imod
17680,2575,RV,Imod
17681,2575,SF,Imod
17682,2575,EL,Imod
17683,2576,EL,For
17684,2576,V,Imod
17685,2576,S,Imod
17686,2576,DF,Imod
17687,2576,RV,Imod
17688,2576,SF,Imod
17689,2576,LA,Imod
17690,2576,KF,Imod
17691,2577,EL,For
17692,2577,V,Imod
17693,2577,S,Imod
17694,2577,DF,Imod
17695,2577,RV,Imod
17696,2577,SF,Imod
17697,2577,LA,Imod
17698,2577,KF,Imod
17699,2578,EL,For
17700,2578,V,Imod
17701,2578,S,Imod
17702,2578,DF,Imod
17703,2578,RV,Imod
17704,2578,SF,Imod
17705,2578,LA,Imod
17706,2578,KF,Imod
17707,2579,V,For
17708,2579,S,For
17709,2579,DF,For
17710,2579,RV,For
17711,2579,SF,For
17712,2579,EL,For
17713,2579,LA,For
17714,2579,KF,For
17715,2579,ALT,For
17716,2580,V,For
17717,2580,S,For
17718,2580,DF,For
17719,2580,RV,For
17720,2580,SF,For
17721,2580,EL,For
17722,2580,LA,For
17723,2580,KF,For
17724,2580,ALT,For
17725,2581,V,For
17726,2581,S,For
17727,2581,DF,For
17728,2581,RV,For
17729,2581,SF,For
17730,2581,LA,For
17731,2581,KF,For
17732,2581,ALT,For
17733,2581,EL,Hverken
17734,2582,V,For
17735,2582,S,For
17736,2582,RV,For
17737,2582,SF,For
17738,2582,EL,For
17739,2582,LA,For
17740,2582,KF,For
17741,2582,ALT,For
17742,2582,DF,Hverken
17743,2583,V,For
17744,2583,S,For
17745,2583,DF,For
17746,2583,RV,For
17747,2583,SF,For
17748,2583,EL,For
17749,2583,LA,For
17750,2583,KF,For
17751,2583,ALT,For
17752,2584,DF,For
17753,2584,V,Imod
17754,2584,S,Imod
17755,2584,RV,Imod
17756,2584,SF,Imod
17757,2584,EL,Imod
17758,2584,LA,Imod
17759,2584,KF,Imod
17760,2584,ALT,Imod
17761,2585,V,For
17762,2585,S,For
17763,2585,DF,For
17764,2585,RV,For
17765,2585,SF,For
