,afstemningsid,parti,stemme
1311,9110,V,For
1312,9110,M,For
1313,9110,SF,For
1314,9110,DD,For
1315,9110,LA,For
1316,9110,KF,For
1317,9110,EL,For
1318,9110,RV,For
1319,9110,ALT,For
1320,9110,SP,For
1321,9110,DF,Imod
1322,9111,S,For
1323,9111,V,For
1324,9111,M,For
1325,9111,SF,For
1326,9111,DD,For
1327,9111,Alex Vanopslagh (LA),For
1328,9111,KF,For
1329,9111,EL,For
1330,9111,RV,For
1331,9111,DF,For
1332,9111,ALT,For
1333,9111,SP,For
1334,9111,LA,Imod
1335,9112,S,For
1336,9112,V,For
1337,9112,M,For
1338,9112,SF,Imod
1339,9112,DD,Imod
1340,9112,LA,Imod
1341,9112,KF,Imod
1342,9112,EL,Imod
1343,9112,RV,Imod
1344,9112,DF,Imod
1345,9112,ALT,Imod
1346,9112,NB,Imod
1347,9113,DD,For
1348,9113,NB,For
1349,9113,S,Imod
1350,9113,V,Imod
1351,9113,M,Imod
1352,9113,SF,Imod
1353,9113,LA,Imod
1354,9113,KF,Imod
1355,9113,EL,Imod
1356,9113,RV,Imod
1357,9113,DF,Imod
1358,9113,ALT,Imod
1359,9113,SP,Imod
1360,9114,KF,For
1361,9114,S,Imod
1362,9114,V,Imod
1363,9114,M,Imod
1364,9114,SF,Imod
1365,9114,DD,Imod
1366,9114,LA,Imod
1367,9114,EL,Imod
1368,9114,RV,Imod
1369,9114,DF,Imod
1370,9114,ALT,Imod
1371,9114,NB,Imod
1372,9114,SP,Imod
1373,9115,DD,For
1374,9115,KF,For
1375,9115,NB,For
1376,9115,S,Imod
1377,9115,V,Imod
1378,9115,M,Imod
1379,9115,SF,Imod
1380,9115,LA,Imod
1381,9115,EL,Imod
1382,9115,RV,Imod
1383,9115,DF,Imod
1384,9115,ALT,Imod
1385,9115,SP,Imod
1386,9116,DD,For
1387,9116,NB,For
1388,9116,S,Imod
1389,9116,V,Imod
1390,9116,M,Imod
1391,9116,SF,Imod
1392,9116,LA,Imod
1393,9116,EL,Imod
1394,9116,RV,Imod
1395,9116,DF,Imod
1396,9116,ALT,Imod
1397,9116,SP,Imod
1398,9116,KF,Hverken
1399,9117,DD,For
1400,9117,S,Imod
1401,9117,V,Imod
1402,9117,M,Imod
1403,9117,SF,Imod
1404,9117,LA,Imod
1405,9117,KF,Imod
1406,9117,EL,Imod
1407,9117,RV,Imod
1408,9117,DF,Imod
1409,9117,ALT,Imod
1410,9117,NB,Imod
1411,9117,SP,Imod
1412,9118,DD,For
1413,9118,KF,For
1414,9118,NB,For
1415,9118,S,Imod
1416,9118,V,Imod
1417,9118,M,Imod
1418,9118,SF,Imod
1419,9118,LA,Imod
1420,9118,EL,Imod
1421,9118,RV,Imod
1422,9118,DF,Imod
1423,9118,ALT,Imod
1424,9118,SP,Imod
1425,9119,DD,For
1426,9119,KF,For
1427,9119,NB,For
1428,9119,S,Imod
1429,9119,V,Imod
1430,9119,M,Imod
1431,9119,SF,Imod
1432,9119,LA,Imod
1433,9119,EL,Imod
1434,9119,RV,Imod
1435,9119,DF,Imod
1436,9119,ALT,Imod
1437,9119,SP,Imod
1438,9120,DD,For
1439,9120,KF,For
1440,9120,NB,For
1441,9120,S,Imod
1442,9120,V,Imod
1443,9120,M,Imod
1444,9120,SF,Imod
1445,9120,LA,Imod
1446,9120,EL,Imod
1447,9120,RV,Imod
1448,9120,DF,Imod
1449,9120,ALT,Imod
1450,9120,SP,Imod
1451,9121,DD,For
1452,9121,NB,For
1453,9121,S,Imod
1454,9121,V,Imod
1455,9121,M,Imod
1456,9121,SF,Imod
1457,9121,LA,Imod
1458,9121,EL,Imod
1459,9121,RV,Imod
1460,9121,DF,Imod
1461,9121,ALT,Imod
1462,9121,SP,Imod
1463,9121,KF,Hverken
1464,9122,NB,For
1465,9122,S,Imod
1466,9122,V,Imod
1467,9122,M,Imod
1468,9122,SF,Imod
1469,9122,LA,Imod
1470,9122,EL,Imod
1471,9122,RV,Imod
1472,9122,DF,Imod
1473,9122,ALT,Imod
1474,9122,SP,Imod
1475,9122,DD,Hverken
1476,9122,KF,Hverken
1477,9123,DD,For
1478,9123,NB,For
1479,9123,S,Imod
1480,9123,V,Imod
1481,9123,M,Imod
1482,9123,SF,Imod
1483,9123,LA,Imod
1484,9123,EL,Imod
1485,9123,RV,Imod
1486,9123,DF,Imod
1487,9123,ALT,Imod
1488,9123,SP,Imod
1489,9123,KF,Hverken
1490,9124,DD,For
1491,9124,NB,For
1492,9124,S,Imod
1493,9124,V,Imod
1494,9124,M,Imod
1495,9124,SF,Imod
1496,9124,LA,Imod
1497,9124,KF,Imod
1498,9124,EL,Imod
1499,9124,RV,Imod
1500,9124,DF,Imod
1501,9124,ALT,Imod
1502,9124,SP,Imod
1503,9125,DD,For
1504,9125,KF,For
1505,9125,NB,For
1506,9125,S,Imod
1507,9125,V,Imod
1508,9125,M,Imod
1509,9125,SF,Imod
1510,9125,LA,Imod
1511,9125,EL,Imod
1512,9125,RV,Imod
1513,9125,DF,Imod
1514,9125,SP,Imod
1515,9125,ALT,Hverken
1516,9126,DD,For
1517,9126,KF,For
1518,9126,NB,For
1519,9126,S,Imod
1520,9126,V,Imod
1521,9126,M,Imod
1522,9126,SF,Imod
1523,9126,LA,Imod
1524,9126,EL,Imod
1525,9126,RV,Imod
1526,9126,DF,Imod
1527,9126,SP,Imod
1528,9126,ALT,Hverken
1529,9127,DD,For
1530,9127,NB,For
1531,9127,S,Imod
1532,9127,V,Imod
1533,9127,M,Imod
1534,9127,SF,Imod
1535,9127,LA,Imod
1536,9127,KF,Imod
1537,9127,EL,Imod
1538,9127,RV,Imod
1539,9127,DF,Imod
1540,9127,ALT,Imod
1541,9127,SP,Imod
1542,9128,DD,For
1543,9128,NB,For
1544,9128,S,Imod
1545,9128,V,Imod
1546,9128,M,Imod
1547,9128,SF,Imod
1548,9128,LA,Imod
1549,9128,EL,Imod
1550,9128,RV,Imod
1551,9128,DF,Imod
1552,9128,SP,Imod
1553,9128,KF,Hverken
1554,9128,ALT,Hverken
1555,9129,ALT,For
1556,9129,NB,For
1557,9129,S,Imod
1558,9129,V,Imod
1559,9129,M,Imod
1560,9129,SF,Imod
1561,9129,DD,Imod
1562,9129,LA,Imod
1563,9129,KF,Imod
1564,9129,EL,Imod
1565,9129,RV,Imod
1566,9129,DF,Imod
1567,9129,SP,Imod
1568,9130,NB,For
1569,9130,S,Imod
1570,9130,V,Imod
1571,9130,M,Imod
1572,9130,SF,Imod
1573,9130,DD,Imod
1574,9130,LA,Imod
1575,9130,EL,Imod
1576,9130,RV,Imod
1577,9130,DF,Imod
1578,9130,ALT,Imod
1579,9130,SP,Imod
1580,9130,KF,Hverken
1581,9131,DD,For
1582,9131,S,Imod
1583,9131,V,Imod
1584,9131,M,Imod
1585,9131,SF,Imod
1586,9131,LA,Imod
1587,9131,EL,Imod
1588,9131,RV,Imod
1589,9131,DF,Imod
1590,9131,ALT,Imod
1591,9131,SP,Imod
1592,9131,KF,Hverken
1593,9131,NB,Hverken
1594,9132,DD,For
1595,9132,KF,For
1596,9132,NB,For
1597,9132,S,Imod
1598,9132,V,Imod
1599,9132,M,Imod
1600,9132,SF,Imod
1601,9132,LA,Imod
1602,9132,EL,Imod
1603,9132,RV,Imod
1604,9132,DF,Imod
1605,9132,ALT,Imod
1606,9132,SP,Imod
1607,9133,DD,For
1608,9133,KF,For
1609,9133,S,Imod
1610,9133,V,Imod
1611,9133,M,Imod
1612,9133,SF,Imod
1613,9133,LA,Imod
1614,9133,EL,Imod
1615,9133,RV,Imod
1616,9133,DF,Imod
1617,9133,ALT,Imod
1618,9133,SP,Imod
1619,9133,NB,Hverken
1620,9134,KF,For
1621,9134,NB,For
1622,9134,S,Imod
1623,9134,V,Imod
1624,9134,M,Imod
1625,9134,SF,Imod
1626,9134,DD,Imod
1627,9134,LA,Imod
1628,9134,EL,Imod
1629,9134,RV,Imod
1630,9134,DF,Imod
1631,9134,ALT,Imod
1632,9134,SP,Imod
1633,9135,DD,For
1634,9135,NB,For
1635,9135,S,Imod
1636,9135,V,Imod
1637,9135,M,Imod
1638,9135,SF,Imod
1639,9135,LA,Imod
1640,9135,KF,Imod
1641,9135,EL,Imod
1642,9135,RV,Imod
1643,9135,DF,Imod
1644,9135,ALT,Imod
1645,9135,SP,Imod
1646,9136,DD,For
1647,9136,NB,For
1648,9136,S,Imod
1649,9136,V,Imod
1650,9136,M,Imod
1651,9136,SF,Imod
1652,9136,LA,Imod
1653,9136,KF,Imod
1654,9136,EL,Imod
1655,9136,RV,Imod
1656,9136,DF,Imod
1657,9136,SP,Imod
1658,9136,ALT,Hverken
1659,9137,DD,For
1660,9137,NB,For
1661,9137,S,Imod
1662,9137,V,Imod
1663,9137,M,Imod
1664,9137,SF,Imod
1665,9137,LA,Imod
1666,9137,KF,Imod
1667,9137,EL,Imod
1668,9137,RV,Imod
1669,9137,DF,Imod
1670,9137,ALT,Imod
1671,9137,SP,Imod
1672,9138,S,For
1673,9138,V,For
1674,9138,M,For
1675,9138,SF,For
1676,9138,LA,For
1677,9138,EL,For
1678,9138,RV,For
1679,9138,DF,For
1680,9138,ALT,For
1681,9138,SP,For
1682,9138,DD,Imod
1683,9138,KF,Imod
1684,9138,NB,Imod
1685,9139,DD,For
1686,9139,ALT,For
1687,9139,NB,For
1688,9139,S,Imod
1689,9139,V,Imod
1690,9139,M,Imod
1691,9139,SF,Imod
1692,9139,LA,Imod
1693,9139,EL,Imod
1694,9139,RV,Imod
1695,9139,DF,Imod
1696,9139,SP,Imod
1697,9139,KF,Hverken
1698,9140,DD,For
1699,9140,S,Imod
1700,9140,V,Imod
1701,9140,M,Imod
1702,9140,SF,Imod
1703,9140,LA,Imod
1704,9140,KF,Imod
1705,9140,EL,Imod
1706,9140,RV,Imod
1707,9140,DF,Imod
1708,9140,ALT,Imod
1709,9140,NB,Imod
1710,9140,SP,Imod
1711,9141,NB,For
1712,9141,S,Imod
1713,9141,V,Imod
1714,9141,M,Imod
1715,9141,SF,Imod
1716,9141,LA,Imod
1717,9141,KF,Imod
1718,9141,EL,Imod
1719,9141,RV,Imod
1720,9141,DF,Imod
1721,9141,ALT,Imod
1722,9141,SP,Imod
1723,9141,DD,Hverken
1724,9142,DD,For
1725,9142,NB,For
1726,9142,S,Imod
1727,9142,V,Imod
1728,9142,M,Imod
1729,9142,SF,Imod
1730,9142,LA,Imod
1731,9142,KF,Imod
1732,9142,EL,Imod
1733,9142,RV,Imod
1734,9142,DF,Imod
1735,9142,ALT,Imod
1736,9142,SP,Imod
1737,9143,DD,For
1738,9143,KF,For
1739,9143,ALT,For
1740,9143,NB,For
1741,9143,S,Imod
1742,9143,V,Imod
1743,9143,M,Imod
1744,9143,SF,Imod
1745,9143,LA,Imod
1746,9143,EL,Imod
1747,9143,RV,Imod
1748,9143,DF,Imod
1749,9143,SP,Imod
1750,9144,DD,For
1751,9144,S,Imod
1752,9144,V,Imod
1753,9144,M,Imod
1754,9144,SF,Imod
1755,9144,LA,Imod
1756,9144,KF,Imod
1757,9144,EL,Imod
1758,9144,RV,Imod
1759,9144,DF,Imod
1760,9144,ALT,Imod
1761,9144,NB,Imod
1762,9144,SP,Imod
1763,9145,S,For
1764,9145,V,For
1765,9145,M,For
1766,9145,SF,For
1767,9145,DD,For
1768,9145,LA,For
1769,9145,KF,For
1770,9145,RV,For
1771,9145,DF,For
1772,9145,NB,For
1773,9145,SP,For
1774,9145,EL,Imod
1775,9145,ALT,Imod
1776,9146,DD,For
1777,9146,ALT,For
1778,9146,NB,For
1779,9146,S,Imod
1780,9146,V,Imod
1781,9146,M,Imod
1782,9146,SF,Imod
1783,9146,LA,Imod
1784,9146,KF,Imod
1785,9146,EL,Imod
1786,9146,RV,Imod
1787,9146,DF,Imod
1788,9146,SP,Imod
1789,9147,KF,For
1790,9147,NB,For
1791,9147,S,Imod
1792,9147,V,Imod
1793,9147,M,Imod
1794,9147,SF,Imod
1795,9147,DD,Imod
1796,9147,LA,Imod
1797,9147,EL,Imod
1798,9147,RV,Imod
1799,9147,DF,Imod
1800,9147,ALT,Imod
1801,9147,SP,Imod
1802,9148,DD,For
1803,9148,S,Imod
1804,9148,V,Imod
1805,9148,M,Imod
1806,9148,SF,Imod
1807,9148,LA,Imod
1808,9148,KF,Imod
1809,9148,EL,Imod
1810,9148,RV,Imod
1811,9148,DF,Imod
1812,9148,ALT,Imod
1813,9148,SP,Imod
1814,9148,NB,Hverken
1815,9149,DD,For
1816,9149,ALT,For
1817,9149,NB,For
1818,9149,S,Imod
1819,9149,V,Imod
1820,9149,M,Imod
1821,9149,SF,Imod
1822,9149,LA,Imod
1823,9149,EL,Imod
1824,9149,RV,Imod
1825,9149,DF,Imod
1826,9149,SP,Imod
1827,9149,KF,Hverken
1828,9150,DD,For
1829,9150,NB,For
1830,9150,S,Imod
1831,9150,V,Imod
1832,9150,M,Imod
1833,9150,SF,Imod
1834,9150,LA,Imod
1835,9150,KF,Imod
1836,9150,EL,Imod
1837,9150,RV,Imod
1838,9150,DF,Imod
1839,9150,ALT,Imod
1840,9150,SP,Imod
1841,9151,NB,For
1842,9151,S,Imod
1843,9151,V,Imod
1844,9151,M,Imod
1845,9151,SF,Imod
1846,9151,LA,Imod
1847,9151,KF,Imod
1848,9151,EL,Imod
1849,9151,RV,Imod
1850,9151,DF,Imod
1851,9151,ALT,Imod
1852,9151,SP,Imod
1853,9151,DD,Hverken
1854,9152,DD,For
1855,9152,S,Imod
1856,9152,V,Imod
1857,9152,M,Imod
1858,9152,SF,Imod
1859,9152,LA,Imod
1860,9152,KF,Imod
1861,9152,EL,Imod
1862,9152,RV,Imod
1863,9152,DF,Imod
1864,9152,ALT,Imod
1865,9152,SP,Imod
1866,9152,NB,Hverken
1867,9153,S,For
1868,9153,V,For
1869,9153,M,For
1870,9153,SF,For
1871,9153,DD,For
1872,9153,LA,For
1873,9153,KF,For
1874,9153,RV,For
1875,9153,DF,For
1876,9153,NB,For
1877,9153,EL,Imod
1878,9153,ALT,Imod
1879,9154,S,For
1880,9154,V,For
1881,9154,M,For
1882,9154,SF,For
1883,9154,DD,For
1884,9154,LA,For
1885,9154,KF,For
1886,9154,RV,For
1887,9154,DF,For
1888,9154,NB,For
1889,9154,EL,Imod
1890,9154,ALT,Imod
1891,9155,S,For
1892,9155,V,For
1893,9155,M,For
1894,9155,SF,For
1895,9155,DD,For
1896,9155,LA,For
1897,9155,KF,For
1898,9155,RV,For
1899,9155,DF,For
1900,9155,NB,For
1901,9155,EL,Imod
1902,9155,ALT,Imod
1903,9156,S,For
1904,9156,V,For
1905,9156,M,For
1906,9156,SF,For
1907,9156,DD,For
1908,9156,LA,For
1909,9156,KF,For
1910,9156,EL,For
1911,9156,RV,For
1912,9156,DF,For
1913,9156,ALT,For
1914,9156,NB,For
1915,9157,S,For
1916,9157,V,For
1917,9157,M,For
1918,9157,SF,For
1919,9157,DD,For
1920,9157,LA,For
1921,9157,KF,For
1922,9157,EL,For
1923,9157,RV,For
1924,9157,DF,For
1925,9157,ALT,For
1926,9157,NB,For
1927,9158,S,For
1928,9158,V,For
1929,9158,M,For
1930,9158,SF,For
1931,9158,DD,For
1932,9158,LA,For
1933,9158,KF,For
1934,9158,RV,For
1935,9158,DF,For
1936,9158,NB,For
1937,9158,ALT,Imod
1938,9158,EL,Hverken
1939,9159,S,For
1940,9159,V,For
1941,9159,M,For
1942,9159,SF,For
1943,9159,DD,For
1944,9159,LA,For
1945,9159,KF,For
1946,9159,EL,For
1947,9159,RV,For
1948,9159,DF,For
1949,9159,ALT,For
1950,9159,NB,For
1951,9160,DD,For
1952,9160,LA,For
1953,9160,DF,For
1954,9160,NB,For
1955,9160,S,Imod
1956,9160,V,Imod
1957,9160,M,Imod
1958,9160,SF,Imod
1959,9160,KF,Imod
1960,9160,EL,Imod
1961,9160,RV,Imod
1962,9160,ALT,Imod
1963,9161,SF,For
1964,9161,KF,For
1965,9161,EL,For
1966,9161,RV,For
1967,9161,ALT,For
1968,9161,S,Imod
1969,9161,V,Imod
1970,9161,M,Imod
1971,9161,DD,Imod
1972,9161,LA,Imod
1973,9161,DF,Imod
1974,9161,NB,Imod
1975,9162,SF,For
1976,9162,EL,For
1977,9162,DF,For
1978,9162,ALT,For
1979,9162,NB,For
1980,9162,S,Imod
1981,9162,V,Imod
1982,9162,M,Imod
1983,9162,DD,Imod
1984,9162,LA,Imod
1985,9162,KF,Imod
1986,9162,RV,Imod
1987,9163,SF,For
1988,9163,EL,For
1989,9163,DF,For
1990,9163,ALT,For
1991,9163,S,Imod
1992,9163,V,Imod
1993,9163,M,Imod
1994,9163,DD,Imod
1995,9163,LA,Imod
1996,9163,KF,Imod
1997,9163,RV,Imod
1998,9163,NB,Imod
1999,9164,SF,For
2000,9164,DD,For
2001,9164,LA,For
2002,9164,KF,For
2003,9164,EL,For
2004,9164,RV,For
2005,9164,DF,For
2006,9164,ALT,For
2007,9164,NB,For
2008,9164,S,Imod
2009,9164,V,Imod
2010,9164,M,Imod
2011,9165,SF,For
2012,9165,EL,For
2013,9165,ALT,For
2014,9165,S,Imod
2015,9165,V,Imod
2016,9165,M,Imod
2017,9165,DD,Imod
2018,9165,LA,Imod
2019,9165,KF,Imod
2020,9165,RV,Imod
2021,9165,DF,Imod
2022,9165,NB,Imod
2023,9166,EL,For
2024,9166,ALT,For
2025,9166,S,Imod
2026,9166,V,Imod
2027,9166,M,Imod
2028,9166,SF,Imod
2029,9166,DD,Imod
2030,9166,LA,Imod
2031,9166,KF,Imod
2032,9166,RV,Imod
2033,9166,DF,Imod
2034,9166,NB,Imod
2035,9167,NB,For
2036,9167,S,Imod
2037,9167,V,Imod
2038,9167,M,Imod
2039,9167,SF,Imod
2040,9167,DD,Imod
2041,9167,LA,Imod
2042,9167,KF,Imod
2043,9167,EL,Imod
2044,9167,RV,Imod
2045,9167,DF,Imod
2046,9167,ALT,Imod
2047,9168,M,For
2048,9168,SF,For
2049,9168,DD,For
2050,9168,LA,For
2051,9168,KF,For
2052,9168,EL,For
2053,9168,DF,For
2054,9168,NB,For
2055,9168,S,Imod
2056,9168,V,Imod
2057,9168,ALT,Imod
2058,9168,RV,Hverken
2059,9169,S,For
2060,9169,V,For
2061,9169,M,For
2062,9169,SF,For
2063,9169,DD,For
2064,9169,LA,For
2065,9169,EL,For
2066,9169,RV,For
2067,9169,DF,For
2068,9169,ALT,For
2069,9169,NB,For
2070,9169,KF,Imod
2071,9170,S,For
2072,9170,V,For
2073,9170,M,For
2074,9170,SF,For
2075,9170,DD,For
2076,9170,LA,For
2077,9170,KF,For
2078,9170,EL,For
2079,9170,RV,For
2080,9170,DF,For
2081,9170,ALT,For
2082,9170,NB,For
2083,9171,S,For
2084,9171,V,For
2085,9171,M,For
2086,9171,SF,For
2087,9171,DD,For
2088,9171,LA,For
2089,9171,KF,For
2090,9171,EL,For
2091,9171,RV,For
2092,9171,DF,For
2093,9171,ALT,For
2094,9171,NB,For
2095,9172,S,For
2096,9172,V,For
2097,9172,M,For
2098,9172,SF,For
2099,9172,DD,For
2100,9172,LA,For
2101,9172,KF,For
2102,9172,EL,For
2103,9172,RV,For
2104,9172,DF,For
2105,9172,ALT,For
2106,9172,NB,For
2107,9173,S,For
2108,9173,V,For
2109,9173,M,For
2110,9173,SF,For
2111,9173,DD,For
2112,9173,LA,For
2113,9173,KF,For
2114,9173,EL,For
2115,9173,RV,For
2116,9173,DF,For
2117,9173,ALT,For
2118,9173,NB,For
2119,9174,DF,For
2120,9174,NB,For
2121,9174,S,Imod
2122,9174,V,Imod
2123,9174,M,Imod
2124,9174,SF,Imod
2125,9174,DD,Imod
2126,9174,LA,Imod
2127,9174,KF,Imod
2128,9174,EL,Imod
2129,9174,RV,Imod
2130,9174,Morten Messerschmidt (DF),Imod
2131,9174,ALT,Imod
2132,9175,DD,For
2133,9175,LA,For
2134,9175,KF,For
2135,9175,EL,For
2136,9175,DF,For
2137,9175,ALT,For
2138,9175,NB,For
2139,9175,S,Imod
2140,9175,V,Imod
2141,9175,M,Imod
2142,9175,SF,Imod
2143,9175,RV,Imod
2144,9176,SF,For
2145,9176,EL,For
2146,9176,ALT,For
2147,9176,S,Imod
2148,9176,V,Imod
2149,9176,M,Imod
2150,9176,DD,Imod
2151,9176,LA,Imod
2152,9176,KF,Imod
2153,9176,RV,Imod
2154,9176,DF,Imod
2155,9176,NB,Imod
2156,9177,SF,For
2157,9177,EL,For
2158,9177,ALT,For
2159,9177,S,Imod
2160,9177,V,Imod
2161,9177,M,Imod
2162,9177,DD,Imod
2163,9177,LA,Imod
2164,9177,KF,Imod
2165,9177,RV,Imod
2166,9177,DF,Imod
2167,9177,NB,Imod
2168,9178,SF,For
2169,9178,DD,For
2170,9178,LA,For
2171,9178,KF,For
2172,9178,EL,For
2173,9178,RV,For
2174,9178,DF,For
2175,9178,ALT,For
2176,9178,NB,For
2177,9178,S,Imod
2178,9178,V,Imod
2179,9178,M,Imod
2180,9179,SF,For
2181,9179,DD,For
2182,9179,KF,For
2183,9179,EL,For
2184,9179,RV,For
2185,9179,DF,For
2186,9179,ALT,For
2187,9179,NB,For
2188,9179,S,Imod
2189,9179,V,Imod
2190,9179,M,Imod
2191,9179,LA,Imod
2192,9180,SF,For
2193,9180,EL,For
2194,9180,RV,For
2195,9180,ALT,For
2196,9180,S,Imod
2197,9180,V,Imod
2198,9180,M,Imod
2199,9180,DD,Imod
2200,9180,LA,Imod
2201,9180,KF,Imod
2202,9180,DF,Imod
2203,9180,NB,Imod
2204,9181,S,For
2205,9181,V,For
2206,9181,M,For
2207,9181,SF,For
2208,9181,DD,For
2209,9181,LA,For
2210,9181,KF,For
2211,9181,EL,For
2212,9181,RV,For
2213,9181,ALT,For
2214,9181,NB,For
2215,9181,DF,Imod
2216,9182,S,For
2217,9182,V,For
2218,9182,M,For
2219,9182,SF,For
2220,9182,DD,For
2221,9182,LA,For
2222,9182,KF,For
2223,9182,EL,For
2224,9182,RV,For
2225,9182,DF,For
2226,9182,ALT,For
2227,9182,NB,Hverken
2228,9183,S,For
2229,9183,V,For
2230,9183,M,For
2231,9183,SF,For
2232,9183,DD,For
2233,9183,LA,For
2234,9183,KF,For
2235,9183,EL,For
2236,9183,RV,For
2237,9183,DF,For
2238,9183,ALT,For
2239,9183,NB,For
2240,9184,S,For
2241,9184,V,For
2242,9184,M,For
2243,9184,SF,For
2244,9184,DD,For
2245,9184,LA,For
2246,9184,KF,For
2247,9184,EL,For
2248,9184,RV,For
2249,9184,DF,For
2250,9184,ALT,For
2251,9184,NB,For
2252,9185,S,For
2253,9185,V,For
2254,9185,M,For
2255,9185,SF,For
2256,9185,DD,For
2257,9185,LA,For
2258,9185,KF,For
2259,9185,EL,For
2260,9185,RV,For
2261,9185,DF,For
2262,9185,ALT,For
2263,9185,NB,For
2264,9186,S,For
2265,9186,V,For
2266,9186,M,For
2267,9186,SF,For
2268,9186,Steffen Larsen (LA),For
2269,9186,EL,For
2270,9186,RV,For
2271,9186,DF,For
2272,9186,ALT,For
2273,9186,DD,Imod
2274,9186,LA,Imod
2275,9186,KF,Imod
2276,9186,NB,Imod
2277,9187,S,For
2278,9187,V,For
2279,9187,M,For
2280,9187,DD,For
2281,9187,LA,For
2282,9187,KF,For
2283,9187,RV,For
2284,9187,DF,For
2285,9187,ALT,For
2286,9187,NB,For
2287,9187,SF,Imod
2288,9187,EL,Imod
2289,9188,S,For
2290,9188,V,For
2291,9188,M,For
2292,9188,SF,For
2293,9188,DD,For
2294,9188,LA,For
2295,9188,KF,For
2296,9188,EL,For
2297,9188,RV,For
2298,9188,DF,For
2299,9188,ALT,For
2300,9188,NB,For
2301,9189,S,For
2302,9189,V,For
2303,9189,M,For
2304,9189,SF,For
2305,9189,DD,For
2306,9189,LA,For
2307,9189,KF,For
2308,9189,EL,For
2309,9189,RV,For
2310,9189,DF,For
2311,9189,ALT,For
2312,9189,NB,For
2313,9190,S,For
2314,9190,V,For
2315,9190,M,For
2316,9190,SF,For
2317,9190,DD,For
2318,9190,LA,For
2319,9190,KF,For
2320,9190,EL,For
2321,9190,RV,For
2322,9190,DF,For
2323,9190,ALT,For
2324,9190,NB,For
2325,9191,S,For
2326,9191,V,For
2327,9191,M,For
2328,9191,SF,For
2329,9191,DD,For
2330,9191,LA,For
2331,9191,KF,For
2332,9191,EL,For
2333,9191,RV,For
2334,9191,DF,For
2335,9191,ALT,For
2336,9191,NB,For
2337,9192,S,For
2338,9192,V,For
2339,9192,M,For
2340,9192,SF,For
2341,9192,DD,For
2342,9192,KF,For
2343,9192,EL,For
2344,9192,RV,For
2345,9192,DF,For
2346,9192,ALT,For
2347,9192,NB,For
2348,9192,LA,Imod
2349,9193,S,For
2350,9193,V,For
2351,9193,M,For
2352,9193,SF,For
2353,9193,DD,For
2354,9193,LA,For
2355,9193,KF,For
2356,9193,EL,For
2357,9193,RV,For
2358,9193,DF,For
2359,9193,ALT,For
2360,9193,NB,For
2361,9194,S,For
2362,9194,V,For
2363,9194,M,For
2364,9194,SF,For
2365,9194,DD,For
2366,9194,LA,For
2367,9194,KF,For
2368,9194,EL,For
2369,9194,RV,For
2370,9194,DF,For
2371,9194,NB,For
2372,9194,ALT,Imod
2373,9195,Hans Christian Schmidt (V),For
2374,9195,SF,For
2375,9195,DD,For
2376,9195,EL,For
2377,9195,RV,For
2378,9195,DF,For
2379,9195,ALT,For
2380,9195,S,Imod
2381,9195,V,Imod
2382,9195,M,Imod
2383,9195,LA,Imod
2384,9195,KF,Imod
2385,9195,NB,Hverken
2386,9196,SF,For
2387,9196,EL,For
2388,9196,RV,For
2389,9196,ALT,For
2390,9196,S,Imod
2391,9196,V,Imod
2392,9196,M,Imod
2393,9196,DD,Imod
2394,9196,LA,Imod
2395,9196,KF,Imod
2396,9196,DF,Imod
2397,9196,NB,Imod
2398,9197,SF,For
2399,9197,EL,For
2400,9197,RV,For
2401,9197,ALT,For
2402,9197,S,Imod
2403,9197,V,Imod
2404,9197,M,Imod
2405,9197,DD,Imod
2406,9197,LA,Imod
2407,9197,KF,Imod
2408,9197,DF,Imod
2409,9197,NB,Imod
2410,9198,DD,For
2411,9198,LA,For
2412,9198,KF,For
2413,9198,EL,For
2414,9198,RV,For
2415,9198,DF,For
2416,9198,ALT,For
2417,9198,NB,For
2418,9198,S,Imod
2419,9198,V,Imod
2420,9198,M,Imod
2421,9198,SF,Imod
2422,9199,LA,For
2423,9199,DF,For
2424,9199,NB,For
2425,9199,S,Imod
2426,9199,V,Imod
2427,9199,M,Imod
2428,9199,SF,Imod
2429,9199,DD,Imod
2430,9199,KF,Imod
2431,9199,EL,Imod
2432,9199,RV,Imod
2433,9199,ALT,Imod
2434,9200,SF,For
2435,9200,DD,For
2436,9200,LA,For
2437,9200,KF,For
2438,9200,EL,For
2439,9200,RV,For
2440,9200,DF,For
2441,9200,ALT,For
2442,9200,NB,For
2443,9200,S,Imod
2444,9200,V,Imod
2445,9200,M,Imod
2446,9201,DD,For
2447,9201,LA,For
2448,9201,KF,For
2449,9201,EL,For
2450,9201,RV,For
2451,9201,ALT,For
2452,9201,NB,For
2453,9201,S,Imod
2454,9201,V,Imod
2455,9201,M,Imod
2456,9201,Betina Kastbjerg (DD),Imod
2457,9201,DF,Imod
2458,9201,SF,Hverken
2459,9202,EL,For
2460,9202,ALT,For
2461,9202,S,Imod
2462,9202,V,Imod
2463,9202,M,Imod
2464,9202,SF,Imod
2465,9202,DD,Imod
2466,9202,LA,Imod
2467,9202,KF,Imod
2468,9202,RV,Imod
2469,9202,DF,Imod
2470,9202,NB,Imod
2471,9203,EL,For
2472,9203,ALT,For
2473,9203,S,Imod
2474,9203,V,Imod
2475,9203,M,Imod
2476,9203,SF,Imod
2477,9203,DD,Imod
